,is_webshell,string_entropy
012e298ffc4d1552a580887d0eae35272a6503dc1afbbe1f31ef4275836bafb1,1,5.10508894626335
0131cc2b38ea960d111f9de8b64e2ecee0fdc602c3b0758caa93e8d1827c1048,0,5.909553768900035
0155853e4e43c64cce316215e4e3f7eb5c9a9fafbc54012246b5ad3b7c831f99,0,4.67530172416075
016882e9e9831ec194a5d8a3ea0db8e01dd760b651d4a592e1b301430dc89c6e,0,4.4133093363061064
01a8d1d4f62fbe5efba952f9697d85dd6e27fc5f423f9687431934206164b599,0,3.6898079871327485
01ad163ffc8687a562ad616e702ffec7213d08103587b61c880918ff96bd1246,0,4.862792088443529
01d854f2e1126703906d3da4219827285a015d66210442108679afb63f85baf3,0,4.243782279412734
022686a762215fa042705bc1d63f155aea2d1c46f5af011cb63c0c1e7abbe5bc,0,
022cc7de30001e64762d7510ed73125051089ecbfa0beb322e36675628a9d32c,0,4.399566387373183
024686e15b9c62ff6bd2a4b66cd63094dc64aac71ed2eece98317d6a3a9bc652,0,4.864061961272908
025490dca2314d3d0409534c566355260c1eb83c38e9a95ce51197160affd7e0,0,
02741cdd10f4ffb106c7f1d9072612055e5a866c4d1a600eb3dabca809852dde,0,4.126828799925112
029a349d30f0f62417b673a6a71d82864cfe0ec66c7683ace9ce63c43454b5ec,0,4.516696073832618
029e6b6b18d7d502f3aad1619b402354667ec16727ac0637793d6e384061a41b,0,5.035865071355281
02a524a413cfc5f67f44973871a4a229049ba33b598136e87b097be2a9e720a1,0,4.437639566676086
02aa3f8ea691c0d24ede82c14906b030c21a640b3207434f9da6d82b21db991f,0,4.327855843757051
02add6b4ee305b19f550d0d7a8ef85d83e69439ee1cc92f2129d5b7840d22fde,0,4.58625711634648
02b009a760197055d7448e7c32a6fbaab7b92263e725bca3809974b2423bcf20,0,4.344737075349029
02b82fccfbb2933e8350420d5bdb61a724cfdb2e4200b2d351feea0fbc85467f,0,
02bc82d006e67a8bd56408081bb2151c2b7d2b34ac881a447d4c639d41fbf476,0,
02cdf3589dda25035fee7b08db7db940f8199954721a15769ba4926b72af4108,0,4.453298926528162
02d043513e0464800c943dad977b2c84d72bdf947f16705fb4625a54e4bccf78,1,4.403598461255236
02d673f425ded3619b86da87a86a5d039b5f9130cc757c40cc960686cffcf8b6,1,5.172466690044213
02e212223f2cfb5b2b26f16b83b4a8241236f37347e82f102a0d97e33d450beb,0,4.937354158843057
02f7273527131860c6120a7c0576a6628bc4af1b702409b76ecdca8c95849f66,1,3.2734060206819873
02fe9097157747fff76d2137ff4bca5ee34c7ff3888b8cc7e7c04713db716f40,1,5.142276938762661
0300b8f8dd9dddd48325790161e897f81c758909031bdec39a22c7663204a404,0,4.271805088624053
031bc7d922f7e1a9b00d196d99c8649f5509737c9936a85e785d63fd169d621a,0,4.866795058851056
031d4e6255a2d4d3c47be2ffb2688716247b8e76c0f8586d46b3c1d9726451a3,0,3.9707404882945156
03207c8670299d503957dda5b2a31912978c6dc9810548665a31fe6ef1cd56b8,1,5.491202512077246
03233457554424062f768dab425e3ca381316e230f4ba28fecdd88be29609a2d,0,4.496896401519809
032bf9fbcae1407a8c68742af3f3418dc319ab51c7add5800362e8b8cb53e954,0,4.735841650099885
0333ec13d20d42f1f1a34713976c0ee31c9c867f0707f74630b0fbbf343eb7ce,1,4.493642052238151
03504e89613f71f54f7534f97688c236674f788ab1b93c6a830fcc2b2426222b,0,4.902481369292505
0361ba2be0d8a70cedb4dcb75a5e7101a93279b7cf1d1988f0dbb0cf041ee03e,0,4.72942837751358
0364cb83c34d88d845ba1a08094e387e98037d2f33a46daf9e1e679b10451f04,0,4.918334658904454
03672b8d375f26eb287783fbedbfc648daa522145f59fb700595966dcc8f34c5,0,3.890940797178469
0368b9283a88c5eaf132fddf69724795bb0b2e078986ac7af6cbccfd6f5c82a2,0,5.0869356929982175
03831ee8092d3e2dbe78d125ae7999278e06e68ea83a3b1ac93e3a34ea4152c5,0,4.814286421975572
03970438909ff9b51a67c53eeb3dc349c7847301c88783a4b674a71eec40d29e,1,5.095028734524971
0397443328f9723b057bab38f398d97cd6ee0b894adfedf2bb21f26aabf11daa,0,5.1956294071052875
039af77faaa832d52b0f1e498f333193dab9512664564e1590071502fa4e571d,0,4.358386558523214
03a539e83aeec00aa479861ae0d07245d69e5fae1b8b2c8a2802f221213a67a7,0,4.752599565503027
03b76a1f36af72e3ecd36818b16d7d0f4fee5e74e23d7e921ae1110b8bf704c3,0,4.839178915505549
03ba83d27031569b87667cb662673bba8d24665ab54e403bb39aac33708d7c49,1,4.265351513884809
03c5316465bb906b644b6f995421c142c969e21bcbfbaf11066c5bec3d8230ae,0,4.222106860797234
03d3a30b827fd5c44d3920d48c0b0fa5c03539bc6d031094af2e20260f7c919d,0,5.947926451343698
03d3abbac052ba7267c356792183d1da1b3355dca41788556d8c3499de68f0c3,0,4.8050381461573535
03eb0655148e0ee35e6510db6d09872585ca5931753dc691d1b9c46e5b6917b0,0,5.837965926351754
03f49132f9f3de80b71afcacb654c0ae5bf7d480083fb4b2aded819a67209f25,0,3.477510040147232
03fc19ca001afe75da3dfe25c3c129aac64cadc4bab769d21805961fd0395a4d,0,4.758418509377396
041b2c6fd243337295baa0aa779cfcb859993c542b0640c527ab7a3c36f25ec3,0,5.499547470614601
04253c25ddfeaf22b78ac4870d8585c0907a245cf756e66878a4078643ff74d5,0,4.388131938837708
0441cd9c99f56c0d9cb3abcab26eb7882477bb79208b9964df5fd59522e954e3,0,4.653407476128911
04508c07f1b199a8f154ff4b4c68470ad520ff599ec97432c71fe827969cf913,0,3.3082708345352603
04625699c9f6760a66ae6151b926c1f920e4aaceb143a85f295e0b1228f69074,0,5.227928080545328
0474655633a024225516699e954601680702489c4e3a11c674bf42964e338112,0,4.7970051671311635
0497d0a609565a8737af2eebe28e7909e91c9e693b911f8abe206b8975657b9a,1,3.850034835851043
04b32083dffaf75f3b802c737dbfb95b060be48d89bf5b740373542207b245f5,0,4.726269841928324
04b69b567c3de0eb2f3d5ce6cad7d0e979cd2ee42a26128a7728b58479723e02,1,4.5549573195166975
04b9fc494e2b42b2bb471e2a5f0fd941f572ce2ae7ec856d371a12e57fda2018,0,4.813949954549479
04cf8ed6b2147bd7112dbc8945d9d8e7cf7a862cd095b12ec5ed2a81c35032a8,0,5.031223006126415
04dc2c2def22d7d9d61ebada9f5b23f565f559c0308f2b67db0fb37b20efd25e,0,4.40486481132138
04e5345896676d9eb7b2316e543892138893870b342592e27676e56bc1a65a06,0,5.011989405258951
04edab0169b3280b15c0a41da2d7f7c06c3a7a7e6c13e538773a33409067d933,0,4.600459874859312
04f4e233fe754a9667b7ce7c389ee721d031d1203accd6e23260767cab9ef259,0,4.977617732938147
04fe7ebd1baa8483f119189e10bb277c70c9034682dbc6528bdaa0a6dc0f5a51,0,4.455801429518248
0519d750d2615f7cb7efdee1956ab3b727f58beb390a14736ee222213f3b6fef,0,4.033153646184958
05248ed854b194742db5b7cfb490cdedac50c72b0bb2001241bfe824be74d4f4,0,4.330489460926589
052dc2be04e407783740914e3fc884ccf64d3238308dd27ed2b8b324b5ddd798,0,4.418855929085661
0533ffc455a3e66b9c5a296398cfe49d257a3e6ed1353163225384c7ae9f7112,0,4.370566008633937
054aac026f1ec2fb40be3e4d6c8dc6801552011d1107122250e981a87b161a8c,0,4.504045464517202
054f91e9d32fc1611cdf1dff0735a9ad733608e564c2cbeca993b401eb62f235,0,5.958388895090015
0554c98b5a06ee03c77b254d640f7d58298015ac90e37fe54c1e0ffe40bab3fb,0,5.794410408464762
055b4bccb6bb1176258bfcdc48fae79d75795255f9f17598ab3be3eac1941e31,0,4.395802917086274
056e238bb97df5db047bd9a20ef5c9916904f8d21b17e53d63978d169750dce1,0,3.903622776808796
0580b304738859c28a7a4df9a16b77326939bb9c03a61104bc824005f28595d6,0,4.47425838523445
0596d231d6b75fc827a386cdb608fa324ced8bd61fee5fe4ba528c7b43eec247,1,6.017020936063149
05c15113985f0f25bb055b1dbc33648f1661e07e5df4fbabcbc3def04154d7ef,0,4.243243488046523
05eea25a5cca6b42b6d3f4439f3fa120ed684914c092eb1b6a174314cd16993c,0,4.720278317037959
05efcf42d7f908f751d6a3f5f7986ab45a45b310914f18ff8ed66f908432bd5b,0,4.341956943435305
05f30186c9edbbf906f8971df2470fa1411f8c029ec7109f20f16ed197191644,1,5.255285121951449
0612346fc54eb7808dd89168c3b33fb8b815fcda69a32ed244d5f09f07f834f7,0,4.5177749278193815
063397d8a70acc6fa4af533dec9068d9b4454bacdbedb32e2131ffaba12a877e,0,4.430079274932314
064a1abfb446688a4a90f01aeb834748e6237b8ce78edf9fd8566a403b6a4a2c,0,4.577807061759641
064f420edab5a1e4197074b6c0cc41aea502fd5b70ab463f432440ed300df37e,0,
0663d573bd21d36ad26d519f4e4814d19fca56ca8f9dd31ffcaac9bba71610e9,0,4.95863504147483
069a9ab9703954a4e6ac9e291bd8ce7bc559ee65f8c21806839db2645111c247,0,5.545613318731956
06a2b9aaea42a9ef77c06c913500e1db77002dfa0858c6e28fdd1907a4b35d44,0,4.386988051642824
06a42502d9b15afe73a6bda6817b5c268c3378624dd33b2dcac7bf84bb931171,0,4.36280587672313
06bbf421166167ce281fb21bf6653d5bd947c1a0ededb7761cd7f176eba98e5a,0,4.485872920916025
06d1f8796d119d865381faeb5f031746568da9a0f97c3a20d693130823fc6bb2,0,4.183982298596754
06d8c97448db0b9c7790e0d94fcb8db79162ea23ac65f1f74e687f3186017f73,1,4.403598461255236
06df3ad4ff6733430cc2457e622ad0735c21b390b9115d5973d0c6c32b03641d,0,4.349256153638976
06fa69321e2a28a683c7dc14381132981804aa20fe860c596fa504d8646cef57,1,5.4928486967904995
070c098392b84a3ee1e27786fae90026e2a177f950f8cc331d21b0dfbd7b7608,0,4.54383362657461
070c8cabe40d491103330125b33fc96be99797eb770a64e28b96c790bb6bd071,0,3.9178283387950663
071017c42cafbadca702d78af5507fede950745a3829eb6a1cba4535f57458fe,0,4.448606008290081
071653fc5616f39c78f0c5fe4559d0c52d9c0e647ce8d9a8139969e286bcb740,0,
072e4754b3316cfd143cab2e99915a867ea997ba0b7adc90e31293d7d60c47e9,0,4.544454644504359
074729f1eedfbc73d0a858a52cf4a480624fa8e3d90fbb79a133bef1dda2ec5f,0,4.413883677430274
075779f9be13ee012705807847ac3253aa0654f26d56938639d68a0c3fd93d98,0,4.148483188945563
07682079321d67a8ceebded3f1ecf9a50160d658022d8460db8b764c0fad3fd1,0,4.4640580925979
076dffb584ee1dc1b84efa399a2e100b26beffb36472e2a53a7cb20d0fdf038a,0,4.636093691736541
076ecfd382b059466f47da6ec57866373451cb46b5fa1921874c23f094aa8912,1,3.893660689688185
077700fa7cfe2e4c95123fb5465d855c08abb6605687b312d83e456b90f0819d,0,4.307077284080271
07788fc892b3dc2e3708e38945841104430a592cf6a25e08e8d302c4cf5abc06,0,4.4991163419351805
0781c3541aae7c1ad913a3c0f93af17adf68525040dba90822b0de930f5832e1,0,4.7893291931398405
0784147523dba089e7985dee109f68ab5d6df72fad8bd8f34a7a8509fa28c753,0,4.906032268499235
07a1eebf5a422d25c0a12464742006f5ae7e1c384d35bff14a3895a26a3d8060,0,4.757026046410136
07a939ad67f5eba45d3f460822229abd9878e7a244d8437f26897c1290e069a8,0,4.180291305147864
07ab2ca94670df297b11ae29686d04f6512388a14d7235830002351356bfc147,0,4.309803101643338
07b400e608ee05162afe89704579f71e10b9848ae01b07d9e048f10ac2b16ba9,0,4.560515731226731
07d00e4335fde410f20a724099c42d09ef6e32e7d6f2fb09a3be95d65b9b974a,0,4.5495064535127
07ddf53776e21174313c22fb27302290c50f080c271b8941a2ad522f35de68e4,0,4.242256252632592
07f9ec716fb199e00a90091ffba4c2ee1a328a093a64e610e51ab9dd6d33357a,1,4.734549110069182
0810cb5e1aef90b3a19c2683e7b46fba19f1672135dc12db044b68a7059153ea,0,5.761779609375241
08201a1e9ce2245ca43afe10a5fbe54ea480751129ce9e89f86f8ee80a845e1b,0,4.605653562841644
0832a13cf60b9e68270ed7850312d11fae250684d28573c5b4fc0a367eb26236,0,4.47453860766072
08354f003c1144e7615bbfb4b88649ef47113f632d5af414b5503a61f8ae9d27,0,4.246765608991359
084be90ddd0480bfa1abd4f4058a2d33a2a4a75b4e9f54e985c0e2460237fec3,0,4.7601003199717535
085a5e1789402026053cb69c5e88f42036d4f30162a13185d661479f813991ba,0,4.247882387916126
0863907cbabc1679e00a99f84c5adc3ff4daab11aa0df970e37f051c770d31ed,1,4.640381451253713
0874680973203bc4d7d69620c6ef732a525d66fd28d3431c9f6c4c796f32af74,0,4.697101093598273
0897ef59ae2acccd8da0dad515913a83d02291e36b34e60cb4f3751773f3324f,0,4.218952115408384
089fbde766f674a53d2587e17641c1d2acc45355db1c9ba56dfa8a7bca6700bb,0,4.858229586649484
08b40b20f1f616461dfd587b3c3da325fd76a9b99cd9f73e0eaf8faf77654002,0,4.941322582682588
08bc177c4961383e329d5442af1ac7d07b32599a7f19f0fb98977b43850353aa,0,
08c435384cf927cc07788b1f2decf80aeed7e12eaa7f3478a72fcbc5e675cb7e,0,4.5135196562368085
08d00b2af4b48406b9b219abbc4b43c7601680347a7958f2a0e964925073c37b,0,4.626942219080766
08ec9130aa1cc08ce60dbc89655586c804d202f09f994915b705fea7e2371add,0,4.572972597742849
090c1bf3589f7ad9f558bf0c4d69470880e56fc737f54f88853f7c91469bac37,0,4.715445629415377
090f15294233dee29b9a9626f73980b1726beb5e44c6e3cfdbd74a1c8b174d2c,0,4.243344763384761
0918e2c743dc21def433c78cf3c4f13fe5f55316652ebee3788ae4991d7c0b76,0,6.350492532268697
091c746fc8b54c32ff5b9156ee61fead0c6d0cb8187dcd2403d609f8b1a608ff,0,4.371691059393443
09271e1826c377fc42e41d2c9979e008e67491774ec854c544eb4a1357d396ea,0,4.656714707736328
0930be756b762c5b02e7b2c82421156b194daa6d26ad87b22f8332ee7ee7a108,0,4.387441307577878
0938113940045b90a33d390ab04a57b83649f3a2c438ace695d638f75b809e48,0,4.972204799046538
093e7b545c98288719048e8f29db009d0ecceec6adc980d0120a9bb7d7d87c5b,0,4.790348690869899
094903de8395db74f504657b6b3f569dff0d3a305bac8951b03ba329e1edec07,0,4.315224898280899
0950b4561ed9e9dce2ce89ee2cd3e4c740700c399c6b8006afb1c9419569a1a7,1,4.793018693249761
0951852a80c9a5febd59d3c9ed53ae367d64209569c1dae4e2f7bf70912102b6,0,5.861781911111462
0959792d039a5ff411ef090e88f93b3b1c07fc5fdd6a64c2c5bf172ff3e2a5c2,0,4.427609972831482
0963d8f57b2b6e5c435e0c772431d7b625529e66db62bcedb4eb9e791b719666,0,6.117371915532073
09660398af966e4752715f286b315266854f995b5c74a36fc62d2133e981c901,0,4.58976802581433
098c741fc7f51087ac926a6890c1fcc0709f67f69540f99b1d4cd4b08ebc3282,0,4.547223061150503
09957c6b40924e8a24cc2846e1e6807b8954d11328881ca984c1bd6372d56bbc,0,5.932995926978131
099fe69dcae4d6a9dd0b92a2402c86793b7b4edaad6c82d8b035480536d6d734,0,4.944171848629733
09baf7f7c0094e33faac6340a6b1c98b47c02e352615477dfc8a31f283d03c75,0,4.260455754416845
09d0a17c5b8671777b6ca8ba406e76ee53fc60381457a8c2ffedc011dccdbc57,0,4.381210792937737
09d5299411e85c5a2225ceaba3aab4a4e41eb9d37f88737a309a8dd35de2a10d,0,4.378318820910389
09e8bfd2644a82f2b9be65cefbff41f5a0a1daee8f582d1d7b87fa86f8c72903,0,4.917775227700044
09f27742cdcc58c3c3396758bb5ac6e03d281a1dba6d3cadc41ab28f5a67149a,0,4.134356189840374
09f5d3eb78056954d3a86f43e04be76b006a0ee9e5c8a064e100472c08d17aa7,0,4.3786956752872
09fb00621b859d20e39cf602b9fba834f838dd01272f83593094a01ad0326eb1,0,4.5882292148482735
09ffba21e3b48984f1e3b9519fb79e013ec4e76a9fa5ef7ffb8c8a10bc67fcbe,1,
0a038f00d9f7f0c5e0f54a800c738ef501368616d57e830f17bad6e120ad7cb9,0,4.38484208900519
0a0944635d48b8d4a44068847e8958710c644233a5227bc193bbd34999dc2131,1,
0a29cf1716e67a7932e604c5d3df4b7f372561200c007f00131eef36f9a4a6a2,1,
0a31c0db5327bdda04bef4cddeb01a97217c99e745f717b95674740ce3da1768,0,4.9050462426996235
0a5f8c8a6f82be68b260ebcbd8d917e9209f548ea1ca5827e7d27d6653f8170a,1,
0a6667fdef4fdd8585ae025c9b98716ba32703a428629ffd41d9d1c92d6e0588,0,4.998036363190751
0a7480c8aeb2a347855b0f15acdd83160881e883d21952305591cf02b17c0079,0,5.159158912002345
0a7ee784cbd108a2f7a67442ea4917f242bff10cd8b6baa301c54f87f87fc1cb,0,4.242239916263091
0a7f644a20af60e7136ed87a6a8b505ecf98192ecb718769c71640b360a83c83,0,4.454609303300843
0a9709378539ff8b0bd3fc6d8e593cbc2548c7ba6fc5156c1e62adbe204a1d82,0,3.970679706885693
0aba76ef5a6487d46f9737151213cdba0b5d981624724ef18908ba7182908a39,0,4.562824081740624
0ac7537ae2f9c93841aa2b040d7030352c09b090b9cd23bf21a59699d4245119,0,4.279381021369489
0ac7592d07408d28af9e5f889acc8c9c6fb55c847741c30553674b23d97cf4af,0,4.379271784465544
0b0a40479414767a35c5ff717fc41a5735ca59e9636e154e8edf187f8115699d,0,4.86291948991437
0b1854ee6a707d71d70764c8367bf3e4f45e75e51b4cac398802cba7a184604a,0,4.304126000777909
0b1ad182b3afc9f722d64ab2dfb407395f247219d6271162835c39c8f4dd3f63,0,4.556337011838246
0b1bdd07ac82a206dd4272139b0a46ae0044ddbfe0e504bf2bdd1d5fcb090abd,0,4.656524375127524
0b32eb43b265ccb400bb1604a61aa8d7449eb4dd056367105d2a41880e8cf16c,0,5.0569176552289
0b62200437f467b730db2c1f67309e8358d1da7c621a8f7d172c9146b7dd026d,0,4.817488387888926
0b7398e936b8ab4f8b3c94ad6540f7506009ad42e8c1f1310ee8cec8f061ae73,0,4.765721811535832
0b7a8f2b9d4026ae3df47807bb835829d338fd53ecfe2bb9dc3cbaa07d64e278,0,4.263276217343738
0b81182cdfa4dff7073ae5376c7bf4c36db32e5d6952a7fe272251ba15bf80d6,0,4.367124304503847
0bb4f7142cef39762a5449cd7fa25528993b3674b5168584bb6700f2966b3a05,0,4.618401926817108
0bd942915748b352ede819b5c5d1adfd0822e0e83f117bdf657deb3a2c085ec5,0,4.50736307825357
0bedce6717a3e8fb866e2cadfe96e7dcc26058c53f982dfd1de9dea256d2820c,0,4.764565794925339
0c0b97a79ce99c2080e25128df186dfa5f478d94a74e480470e7b08c3aa6df87,0,4.325883171592226
0c22beffb601d16daa6f85fece481c9ee7e444761743668b17acbb81e898ad5d,0,4.658627422523849
0c265043a24d01d70627cfdbc43bdfce27b8e60f866d569d20c743a78cb71131,0,4.311816982354932
0c62fc408874a88f1481373f282810e637ec31901fb9ddbe3ff3f1ecae55f84d,0,4.465688209816606
0c7352a76b51fd9d3361ac23d895d80c223c9a37440c5a98c0c271b8591eeed8,0,4.426965199695989
0ca1923088430e706f0e920be25e975ed938c39f75638794986697887a6e623f,0,4.359250389969303
0ca51a6b2c19844a227cdc8df4e081fbbc930b30453d355b4372f18edfd0c2d7,0,4.566306040435926
0cab98c7ab99b8a5a624e2b39fb7c3f36809a0032b5cb467f33080f55951ccf0,1,
0cb67474f9c4fb5f88be559424b9ad6959dbd8387c451dcb7670f3f63611fb68,1,
0cd0085decfde153d720b1d096e9d8f1ec68c36acbb6fc20903c107be289251f,0,5.07757925829491
0cd6b8fd0ad64f482ebaab22f62698788870d93d9f4178a11b05ee1011b8a18c,0,4.477224471690108
0cd9386d6d5c3a91ab612ea9aaec378c73a8a252af1ac10dd157580ab29d12ff,0,5.229044516915698
0ce966fb25f7e10a6a0cba9089ed171fa939fc98d6a00804009e553e0627cc51,0,4.3033213389072715
0cffa07c2a81f92730efabc86573aed326da7155e77eb1793249ac86f964d02b,0,4.691804828499396
0d0ff788cd93f244b75624b22a626b6975d9617c5d25ebe216cc7b5939373ded,0,4.730745550986191
0d2d070fdb0bbbca91ce3b0084a99e55ba398c8fb963fdb534c474cb0bad3562,0,4.229257698078073
0d2e2c280b7d99cef94cfa54f7cf2c2249b0fe9acf16ad4531966282e88847e0,0,
0d3ce7e9799dc71e8ab4d6068941986826090511f34a420c354ce15e7f31a49d,0,5.6516475450408885
0d3ee83adc9ebf8fb1a8c449eed5547ee5e67e9a416cce25592e80963198ae23,1,
0d523e44e846f5a5d49263817deba5ba4ff9ed8f7a3cf8955c3142458ef3c10d,0,4.911708076645826
0d53c1425b0bebb5dede30319a9f190ce3af9fdcc34fe9cc29ea841897f9623f,0,4.306439708267428
0d63422567666e025b548b6b95cd5bba01ed98dee3dcac337b79e6296c5fc377,0,4.395167653266995
0d850cf8c1d527d832428f46648e3887889df1df602c72d9c381b31639a8d39f,1,
0d9a1c914c7b1429cefe1dba4beff3e2fe5ed4b069e2b4091d1b739da230e284,0,4.657373213958045
0da0fc4bffe67e64fcc37ee3f1644f738585c2482e16a8be5c67da8033012aff,0,4.444285954355422
0dbd5c6abb9ede139beeb636cae4b432aef7fe27bdb869a572eefb85b4ce1948,0,4.40985918155338
0e151214bce13c05940d9e88b5f40f655234094b288ab936a377906f38a9c936,1,
0e21931b16f30b1db90a27eafabccc91abd757fa63594ba8a6ad3f477de1ab1c,1,
0e25aec0a9131e8c7bd7d5004c5c5ffad0e3297f386675bccc07f6ea527dded5,1,
0e2b2ef84f8931b24e96c0eb955df0151d15099d7f9cde10d94f308d82846ec6,0,4.339634279799911
0e2f60668c252b44bbff464fa0baf8bb69ff58a61474c8cc83a4a318c7fbceda,0,
0e3d1481764646a3922f76d871ff9398186d9ea3bec61582eb8b49b67831a760,0,4.960826713121113
0e43bb6622d5b96ee38e431781c0b198389806d039021887542ae5ae4207ba5b,0,4.5901178674935
0e4e4c7b3b43764ee1c1d557df96143dab34a5384dbd0674e24fc84d0bf49943,0,4.256518088664727
0e671023ebae30a4ef8412c4640816eec5a5278eb72a8c37701b60be780dca9f,0,4.765534755790758
0e6939e29e7b93591b5aeb99df52c9e51e6193be4d522b41a890ebd081df27c2,0,4.475342356634595
0eb685aa4bcbd852bfdda24c7c68c04462c34f9786cba80dbb89a1e12f2404db,0,4.657696444262623
0ed17c2c04f8a201ff54b444e61e6d5399bae8d41953dcefb4c0bf319d7c0f05,0,4.392711885814669
0edf73a98110588c8f5aac955744b7ef16feee66eece7b34097d581296776db9,0,4.6279805115061
0ee903c951f24f31e0b869b22cae511a278e22f78a407bc32510f6ef0d4f72c5,0,4.2999365316967495
0ef809b16d4b49fc9a55ff9a4f1dfdf8ac29d0f65d733a2ba5dd89f197eb85bf,0,4.072556099904003
0f015c8871d0acdf5e7d25b58cf72f85569649ab5f042d1ca17dc855d67c0723,0,4.340014457438239
0f0c2acbff58c6df323d5bec49ad8cbf3b3d8719d388fc0203f0cf9ecff55b2f,0,4.203622794040842
0f10f272a7c97967f17c514f7435d640241137bcdfe1fdc1e7a0395ff8633373,0,4.477441418180612
0f128c4a72080b48ce934786ae334d670eb987dd79d9a798b71e594b1b3b54d9,0,4.033977373245677
0f130313377fce7dac285f64c0a0fb4bce33578269768dae87eac1f6c2938822,0,4.332588513106573
0f2ea63f816b49600ac651da8f6157a8f1c0cfcaf3f74b8d0e985b5a08786f36,0,4.440498467935912
0f3ec8d60a49fd0d333172c0f845da47e1a96794548028b74be0e415b51df53c,0,4.772983874672179
0f4396c9aab71076b75e80a2ceba20a061bd34d01871c87c0958efdaf58b29a7,0,4.243779185678169
0f52ad1172014bccac84f9438cafc3ab8112e39eafc2cc186ce1808ec6051b35,0,4.827406131593113
0f7091d217124ee407e0f5c14f5e9a6bb96dc4962041dd8bb68d519e4ab0acaf,0,4.145487583907181
0f7f850f3064d344a9a9ea60677e203234a066f5fcad63deacb7e4e341d9427e,0,4.19907076005701
0f9de56a720ad3708867332fdd3686348ded5a6895aa05c395ac000a3a24123b,0,4.482807383988434
0fa0fce27987065453444a1c6e06fa1ac7f1057d0b27e839327399f6b47410ea,0,4.5329064753598045
0fa9efff33064daf7f2734c2ec69f4b2c3ba4cd121b0b150f49369ecff2243d3,0,
0fb52411e78226d5472eaf6962f438c6bae1a92205929fe093c823e599de839f,0,4.390374221848754
0fe04862db4b5dd0650f7cd98b3cd76d8b80c226790b8489816d600f6b87d4f2,1,
0fe361b6eb18c6ff0078fc44fcccb8351470f7a11accb0f08db3fc9af10b87d0,0,6.071789222779342
0ff18eaa97eccb21a3926ec9a197104280df930c0776618205c6f9c436239955,0,4.670453000590709
100c73c31caa636d4be7cb0c1e5a538dea2d73adcc71c117dee072adcad80ce1,0,4.814834318736494
101777f176af49e5578e9d06668351a154021631025d126b7a99e638dd39b0cd,0,4.682561020753415
10259e9dc300ae860467532c61e24976c64f3976a27be2808b2b1a1bf4544151,0,4.299909693753538
1034a00a91e62d2712757a8f76e6ca8f0b90a7aa86b4e63e2de0f3893d4bb1b6,0,4.150582310483803
105c0c1facf2572f25e499e413114af5bc514633460a7b68f9dae5c6e4044f2b,0,4.784578143598938
105d11496a9e1ddcec09a2f801eb0bd599f36688b7af8a32580b124601702fef,0,4.346576029728927
105daf2590f1124d8cb110bee266514d5626eeb1e9adec2270db8d1e5eed0f03,0,4.345350936622436
10619129c5d4e109728d9351abbad91e737aaf2606a65b34c0e0c8f9ddec6f2d,0,4.918730816703419
1061c798a60652e891e7a2af4d2b1e2156e427fe677c9e72904bb17224499518,0,4.316811154293661
1067d4c5ae061282146ee9cbfda0027dc57963e60a7f3032f94a4fbff787da61,0,4.616095543968134
